PROLIFIC_PID,q_num,ans,intuition,damage_lvl,question_type
63ce4a983479277bba4987c5,Q9...125,Moderately Praiseworthy,table,4321,praiseworthy
66ba79010fb542c656001b7e,Q260,60,table,8642,allocation
66ba79010fb542c656001b7e,Q227,no penalty,table,8642,penalty
66ba79010fb542c656001b7e,Q9...160,Very Praiseworthy,table,8642,praiseworthy
66ba79010fb542c656001b7e,Q257,60,table,6211,allocation
66ba79010fb542c656001b7e,Q226,no penalty,table,6211,penalty
66ba79010fb542c656001b7e,Q9...139,Very Praiseworthy,table,6211,praiseworthy
66ba79010fb542c656001b7e,Q255,50,table,4321,allocation
66ba79010fb542c656001b7e,Q225,5% penalty,table,4321,penalty
66ba79010fb542c656001b7e,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
671725ffff36a50355a52513,Q260,40,table,8642,allocation
671725ffff36a50355a52513,Q227,no penalty,table,8642,penalty
671725ffff36a50355a52513,Q9...160,Very Praiseworthy,table,8642,praiseworthy
671725ffff36a50355a52513,Q257,60,table,6211,allocation
671725ffff36a50355a52513,Q226,no penalty,table,6211,penalty
671725ffff36a50355a52513,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
671725ffff36a50355a52513,Q255,50,table,4321,allocation
671725ffff36a50355a52513,Q225,no penalty,table,4321,penalty
671725ffff36a50355a52513,Q9...125,Neither,table,4321,praiseworthy
579f1d3bc9abeb0001af52d8,Q260,55,table,8642,allocation
579f1d3bc9abeb0001af52d8,Q227,no penalty,table,8642,penalty
579f1d3bc9abeb0001af52d8,Q9...160,Very Praiseworthy,table,8642,praiseworthy
579f1d3bc9abeb0001af52d8,Q257,42,table,6211,allocation
579f1d3bc9abeb0001af52d8,Q226,no penalty,table,6211,penalty
579f1d3bc9abeb0001af52d8,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
579f1d3bc9abeb0001af52d8,Q255,20,table,4321,allocation
579f1d3bc9abeb0001af52d8,Q225,1% penalty,table,4321,penalty
579f1d3bc9abeb0001af52d8,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
56f1d53bf2df32000b8f3748,Q260,25,table,8642,allocation
56f1d53bf2df32000b8f3748,Q227,no penalty,table,8642,penalty
56f1d53bf2df32000b8f3748,Q9...160,Very Praiseworthy,table,8642,praiseworthy
56f1d53bf2df32000b8f3748,Q257,35,table,6211,allocation
56f1d53bf2df32000b8f3748,Q226,no penalty,table,6211,penalty
56f1d53bf2df32000b8f3748,Q9...139,A Little Praiseworthy,table,6211,praiseworthy
56f1d53bf2df32000b8f3748,Q255,30,table,4321,allocation
56f1d53bf2df32000b8f3748,Q225,no penalty,table,4321,penalty
56f1d53bf2df32000b8f3748,Q9...125,A Little Praiseworthy,table,4321,praiseworthy
67df08f55bf39d8387774f2a,Q260,50,table,8642,allocation
67df08f55bf39d8387774f2a,Q227,no penalty,table,8642,penalty
67df08f55bf39d8387774f2a,Q9...160,Very Praiseworthy,table,8642,praiseworthy
67df08f55bf39d8387774f2a,Q257,35,table,6211,allocation
67df08f55bf39d8387774f2a,Q226,no penalty,table,6211,penalty
67df08f55bf39d8387774f2a,Q9...139,Moderately Praiseworthy,table,6211,praiseworthy
67df08f55bf39d8387774f2a,Q255,50,table,4321,allocation
67df08f55bf39d8387774f2a,Q225,4% penalty,table,4321,penalty
67df08f55bf39d8387774f2a,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
678eb97d32409c63e16af155,Q260,40,table,8642,allocation
678eb97d32409c63e16af155,Q227,5% penalty,table,8642,penalty
678eb97d32409c63e16af155,Q9...160,Very Praiseworthy,table,8642,praiseworthy
678eb97d32409c63e16af155,Q257,40,table,6211,allocation
678eb97d32409c63e16af155,Q226,5% penalty,table,6211,penalty
678eb97d32409c63e16af155,Q9...139,Very Praiseworthy,table,6211,praiseworthy
678eb97d32409c63e16af155,Q255,15,table,4321,allocation
678eb97d32409c63e16af155,Q225,3% penalty,table,4321,penalty
678eb97d32409c63e16af155,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
5a0071766e1ea9000124db35,Q260,50,table,8642,allocation
5a0071766e1ea9000124db35,Q227,4% penalty,table,8642,penalty
5a0071766e1ea9000124db35,Q9...160,Moderately Blameworthy,table,8642,praiseworthy
5a0071766e1ea9000124db35,Q257,35,table,6211,allocation
5a0071766e1ea9000124db35,Q226,3% penalty,table,6211,penalty
5a0071766e1ea9000124db35,Q9...139,Moderately Blameworthy,table,6211,praiseworthy
5a0071766e1ea9000124db35,Q255,25,table,4321,allocation
5a0071766e1ea9000124db35,Q225,3% penalty,table,4321,penalty
5a0071766e1ea9000124db35,Q9...125,Moderately Blameworthy,table,4321,praiseworthy
6598942c3d07928cc188ffdb,Q260,80,table,8642,allocation
6598942c3d07928cc188ffdb,Q227,no penalty,table,8642,penalty
6598942c3d07928cc188ffdb,Q9...160,A Little Praiseworthy,table,8642,praiseworthy
6598942c3d07928cc188ffdb,Q257,65,table,6211,allocation
6598942c3d07928cc188ffdb,Q226,no penalty,table,6211,penalty
6598942c3d07928cc188ffdb,Q9...139,Neither,table,6211,praiseworthy
6598942c3d07928cc188ffdb,Q255,30,table,4321,allocation
6598942c3d07928cc188ffdb,Q225,2% penalty,table,4321,penalty
6598942c3d07928cc188ffdb,Q9...125,A Little Blameworthy,table,4321,praiseworthy
63b727ff899db0b1392413ed,Q260,50,table,8642,allocation
63b727ff899db0b1392413ed,Q227,no penalty,table,8642,penalty
63b727ff899db0b1392413ed,Q9...160,Neither,table,8642,praiseworthy
63b727ff899db0b1392413ed,Q257,50,table,6211,allocation
63b727ff899db0b1392413ed,Q226,no penalty,table,6211,penalty
63b727ff899db0b1392413ed,Q9...139,Neither,table,6211,praiseworthy
63b727ff899db0b1392413ed,Q255,35,table,4321,allocation
63b727ff899db0b1392413ed,Q225,no penalty,table,4321,penalty
63b727ff899db0b1392413ed,Q9...125,Neither,table,4321,praiseworthy
NA,Q260,NA,table,8642,allocation
NA,Q227,NA,table,8642,penalty
NA,Q9...160,NA,table,8642,praiseworthy
NA,Q257,NA,table,6211,allocation
NA,Q226,NA,table,6211,penalty
NA,Q9...139,NA,table,6211,praiseworthy
NA,Q255,NA,table,4321,allocation
NA,Q225,NA,table,4321,penalty
NA,Q9...125,NA,table,4321,praiseworthy
63615d4c2e78db0f23208397,Q260,35,table,8642,allocation
63615d4c2e78db0f23208397,Q227,no penalty,table,8642,penalty
63615d4c2e78db0f23208397,Q9...160,A Little Praiseworthy,table,8642,praiseworthy
63615d4c2e78db0f23208397,Q257,20,table,6211,allocation
63615d4c2e78db0f23208397,Q226,no penalty,table,6211,penalty
63615d4c2e78db0f23208397,Q9...139,Moderately Blameworthy,table,6211,praiseworthy
63615d4c2e78db0f23208397,Q255,15,table,4321,allocation
63615d4c2e78db0f23208397,Q225,no penalty,table,4321,penalty
63615d4c2e78db0f23208397,Q9...125,A Little Blameworthy,table,4321,praiseworthy
