PROLIFIC_PID,question_num,ans,intuition,color,damage_lvl,question_type
5ef0f81ea26aaf0af68a54a0,Q244,10,int,rocket,8642,allocation
5ef0f81ea26aaf0af68a54a0,Q160,2% penalty,int,rocket,8642,penalty
5ef0f81ea26aaf0af68a54a0,Q9...63,A Little Blameworthy,int,rocket,8642,praiseworthy
5ef0f81ea26aaf0af68a54a0,Q315,40,int,rocket,6211,allocation
5ef0f81ea26aaf0af68a54a0,Q316,no penalty,int,rocket,6211,penalty
5ef0f81ea26aaf0af68a54a0,Q317,Very Praiseworthy,int,rocket,6211,praiseworthy
5ef0f81ea26aaf0af68a54a0,Q290,10,int,rocket,4321,allocation
5ef0f81ea26aaf0af68a54a0,Q291,5% penalty,int,rocket,4321,penalty
5ef0f81ea26aaf0af68a54a0,Q292,Very Blameworthy,int,rocket,4321,praiseworthy
5ef0f81ea26aaf0af68a54a0,Q374_1,10,int,rocket,8642,acc_prova
5ef0f81ea26aaf0af68a54a0,Q374_4,6,int,rocket,8642,acc_provb
5ef0f81ea26aaf0af68a54a0,Q374_5,4,int,rocket,8642,acc_provc
5ef0f81ea26aaf0af68a54a0,Q374_6,2,int,rocket,8642,acc_provd
5ef0f81ea26aaf0af68a54a0,Q375_1,6,int,rocket,6211,acc_prova
5ef0f81ea26aaf0af68a54a0,Q375_4,2,int,rocket,6211,acc_provb
5ef0f81ea26aaf0af68a54a0,Q375_5,1,int,rocket,6211,acc_provc
5ef0f81ea26aaf0af68a54a0,Q375_6,1,int,rocket,6211,acc_provd
5ef0f81ea26aaf0af68a54a0,Q376_1,4,int,rocket,4321,acc_prova
5ef0f81ea26aaf0af68a54a0,Q376_4,3,int,rocket,4321,acc_provb
5ef0f81ea26aaf0af68a54a0,Q376_5,2,int,rocket,4321,acc_provc
5ef0f81ea26aaf0af68a54a0,Q376_6,1,int,rocket,4321,acc_provd
58595b56a3149800011e156e,Q241,30,unint,rocket,8642,allocation
58595b56a3149800011e156e,Q233,no penalty,unint,rocket,8642,penalty
58595b56a3149800011e156e,Q213,Neither,unint,rocket,8642,praiseworthy
58595b56a3149800011e156e,Q310,50,unint,rocket,6211,allocation
58595b56a3149800011e156e,Q311,no penalty,unint,rocket,6211,penalty
58595b56a3149800011e156e,Q312,Neither,unint,rocket,6211,praiseworthy
58595b56a3149800011e156e,Q295,20,unint,rocket,4321,allocation
58595b56a3149800011e156e,Q296,no penalty,unint,rocket,4321,penalty
58595b56a3149800011e156e,Q297,Neither,unint,rocket,4321,praiseworthy
58595b56a3149800011e156e,Q377_1,7,unint,rocket,8642,acc_prova
58595b56a3149800011e156e,Q377_4,6,unint,rocket,8642,acc_provb
58595b56a3149800011e156e,Q377_5,5,unint,rocket,8642,acc_provc
58595b56a3149800011e156e,Q377_6,2,unint,rocket,8642,acc_provd
58595b56a3149800011e156e,Q378_1,7,unint,rocket,6211,acc_prova
58595b56a3149800011e156e,Q378_4,2,unint,rocket,6211,acc_provb
58595b56a3149800011e156e,Q378_5,2,unint,rocket,6211,acc_provc
58595b56a3149800011e156e,Q378_6,1,unint,rocket,6211,acc_provd
58595b56a3149800011e156e,Q379_1,5,unint,rocket,4321,acc_prova
58595b56a3149800011e156e,Q379_4,4,unint,rocket,4321,acc_provb
58595b56a3149800011e156e,Q379_5,3,unint,rocket,4321,acc_provc
58595b56a3149800011e156e,Q379_6,2,unint,rocket,4321,acc_provd
671060eee81755a63e438c2b,Q320,40,unint,blues,8642,allocation
671060eee81755a63e438c2b,Q321,3% penalty,unint,blues,8642,penalty
671060eee81755a63e438c2b,Q322,Neither,unint,blues,8642,praiseworthy
671060eee81755a63e438c2b,Q245,1,unint,blues,6211,allocation
671060eee81755a63e438c2b,Q206,no penalty,unint,blues,6211,penalty
671060eee81755a63e438c2b,Q9...103,Moderately Praiseworthy,unint,blues,6211,praiseworthy
671060eee81755a63e438c2b,Q300,2,unint,blues,4321,allocation
671060eee81755a63e438c2b,Q301,5% penalty,unint,blues,4321,penalty
671060eee81755a63e438c2b,Q302,Moderately Blameworthy,unint,blues,4321,praiseworthy
671060eee81755a63e438c2b,Q371_1,10,unint,blues,8642,acc_prova
671060eee81755a63e438c2b,Q371_4,5,unint,blues,8642,acc_provb
671060eee81755a63e438c2b,Q371_5,7,unint,blues,8642,acc_provc
671060eee81755a63e438c2b,Q371_6,2,unint,blues,8642,acc_provd
671060eee81755a63e438c2b,Q372_1,10,unint,blues,6211,acc_prova
671060eee81755a63e438c2b,Q372_4,6,unint,blues,6211,acc_provb
671060eee81755a63e438c2b,Q372_5,8,unint,blues,6211,acc_provc
671060eee81755a63e438c2b,Q372_6,8,unint,blues,6211,acc_provd
671060eee81755a63e438c2b,Q373_1,10,unint,blues,4321,acc_prova
671060eee81755a63e438c2b,Q373_4,4,unint,blues,4321,acc_provb
671060eee81755a63e438c2b,Q373_5,3,unint,blues,4321,acc_provc
671060eee81755a63e438c2b,Q373_6,1,unint,blues,4321,acc_provd
62cc29c588d2f7282c384ab9,Q244,40,int,rocket,8642,allocation
62cc29c588d2f7282c384ab9,Q160,no penalty,int,rocket,8642,penalty
62cc29c588d2f7282c384ab9,Q9...63,Neither,int,rocket,8642,praiseworthy
62cc29c588d2f7282c384ab9,Q315,60,int,rocket,6211,allocation
62cc29c588d2f7282c384ab9,Q316,no penalty,int,rocket,6211,penalty
62cc29c588d2f7282c384ab9,Q317,Neither,int,rocket,6211,praiseworthy
62cc29c588d2f7282c384ab9,Q290,40,int,rocket,4321,allocation
62cc29c588d2f7282c384ab9,Q291,no penalty,int,rocket,4321,penalty
62cc29c588d2f7282c384ab9,Q292,Neither,int,rocket,4321,praiseworthy
62cc29c588d2f7282c384ab9,Q374_1,10,int,rocket,8642,acc_prova
62cc29c588d2f7282c384ab9,Q374_4,7,int,rocket,8642,acc_provb
62cc29c588d2f7282c384ab9,Q374_5,5,int,rocket,8642,acc_provc
62cc29c588d2f7282c384ab9,Q374_6,1,int,rocket,8642,acc_provd
62cc29c588d2f7282c384ab9,Q375_1,10,int,rocket,6211,acc_prova
62cc29c588d2f7282c384ab9,Q375_4,6,int,rocket,6211,acc_provb
62cc29c588d2f7282c384ab9,Q375_5,2,int,rocket,6211,acc_provc
62cc29c588d2f7282c384ab9,Q375_6,2,int,rocket,6211,acc_provd
62cc29c588d2f7282c384ab9,Q376_1,7,int,rocket,4321,acc_prova
62cc29c588d2f7282c384ab9,Q376_4,5,int,rocket,4321,acc_provb
62cc29c588d2f7282c384ab9,Q376_5,4,int,rocket,4321,acc_provc
62cc29c588d2f7282c384ab9,Q376_6,1,int,rocket,4321,acc_provd
66a0172986186ec228714d51,Q241,35,unint,rocket,8642,allocation
66a0172986186ec228714d51,Q233,4% penalty,unint,rocket,8642,penalty
66a0172986186ec228714d51,Q213,Moderately Blameworthy,unint,rocket,8642,praiseworthy
66a0172986186ec228714d51,Q310,15,unint,rocket,6211,allocation
66a0172986186ec228714d51,Q311,2% penalty,unint,rocket,6211,penalty
66a0172986186ec228714d51,Q312,A Little Blameworthy,unint,rocket,6211,praiseworthy
66a0172986186ec228714d51,Q295,10,unint,rocket,4321,allocation
66a0172986186ec228714d51,Q296,1% penalty,unint,rocket,4321,penalty
66a0172986186ec228714d51,Q297,A Little Blameworthy,unint,rocket,4321,praiseworthy
66a0172986186ec228714d51,Q377_1,2.5,unint,rocket,8642,acc_prova
66a0172986186ec228714d51,Q377_4,6.5,unint,rocket,8642,acc_provb
66a0172986186ec228714d51,Q377_5,9.0,unint,rocket,8642,acc_provc
66a0172986186ec228714d51,Q377_6,8.0,unint,rocket,8642,acc_provd
66a0172986186ec228714d51,Q378_1,4.0,unint,rocket,6211,acc_prova
66a0172986186ec228714d51,Q378_4,8.5,unint,rocket,6211,acc_provb
66a0172986186ec228714d51,Q378_5,9.5,unint,rocket,6211,acc_provc
66a0172986186ec228714d51,Q378_6,9.0,unint,rocket,6211,acc_provd
66a0172986186ec228714d51,Q379_1,9.0,unint,rocket,4321,acc_prova
66a0172986186ec228714d51,Q379_4,7.5,unint,rocket,4321,acc_provb
66a0172986186ec228714d51,Q379_5,8.5,unint,rocket,4321,acc_provc
66a0172986186ec228714d51,Q379_6,8.0,unint,rocket,4321,acc_provd
66a9ccea1199771de8f4d030,Q241,20,unint,rocket,8642,allocation
66a9ccea1199771de8f4d030,Q233,5% penalty,unint,rocket,8642,penalty
66a9ccea1199771de8f4d030,Q213,Moderately Praiseworthy,unint,rocket,8642,praiseworthy
66a9ccea1199771de8f4d030,Q310,100,unint,rocket,6211,allocation
66a9ccea1199771de8f4d030,Q311,no penalty,unint,rocket,6211,penalty
66a9ccea1199771de8f4d030,Q312,Very Praiseworthy,unint,rocket,6211,praiseworthy
66a9ccea1199771de8f4d030,Q295,50,unint,rocket,4321,allocation
66a9ccea1199771de8f4d030,Q296,2% penalty,unint,rocket,4321,penalty
66a9ccea1199771de8f4d030,Q297,Very Praiseworthy,unint,rocket,4321,praiseworthy
66a9ccea1199771de8f4d030,Q377_1,10,unint,rocket,8642,acc_prova
66a9ccea1199771de8f4d030,Q377_4,5,unint,rocket,8642,acc_provb
66a9ccea1199771de8f4d030,Q377_5,2.5,unint,rocket,8642,acc_provc
66a9ccea1199771de8f4d030,Q377_6,0,unint,rocket,8642,acc_provd
66a9ccea1199771de8f4d030,Q378_1,5.0,unint,rocket,6211,acc_prova
66a9ccea1199771de8f4d030,Q378_4,2.5,unint,rocket,6211,acc_provb
66a9ccea1199771de8f4d030,Q378_5,1,unint,rocket,6211,acc_provc
66a9ccea1199771de8f4d030,Q378_6,0,unint,rocket,6211,acc_provd
66a9ccea1199771de8f4d030,Q379_1,5,unint,rocket,4321,acc_prova
66a9ccea1199771de8f4d030,Q379_4,2.5,unint,rocket,4321,acc_provb
66a9ccea1199771de8f4d030,Q379_5,1,unint,rocket,4321,acc_provc
66a9ccea1199771de8f4d030,Q379_6,0,unint,rocket,4321,acc_provd
66ac140ffbe9e717e0d21357,Q246,40,int,blues,8642,allocation
66ac140ffbe9e717e0d21357,Q215,5% penalty,int,blues,8642,penalty
66ac140ffbe9e717e0d21357,Q9...129,A Little Blameworthy,int,blues,8642,praiseworthy
66ac140ffbe9e717e0d21357,Q305,60,int,blues,6211,allocation
66ac140ffbe9e717e0d21357,Q306,5% penalty,int,blues,6211,penalty
66ac140ffbe9e717e0d21357,Q307,A Little Blameworthy,int,blues,6211,praiseworthy
66ac140ffbe9e717e0d21357,Q325,65,int,blues,4321,allocation
66ac140ffbe9e717e0d21357,Q326,no penalty,int,blues,4321,penalty
66ac140ffbe9e717e0d21357,Q327,A Little Praiseworthy,int,blues,4321,praiseworthy
66ac140ffbe9e717e0d21357,Q370_1,6,int,blues,8642,acc_prova
66ac140ffbe9e717e0d21357,Q370_4,5,int,blues,8642,acc_provb
66ac140ffbe9e717e0d21357,Q370_5,3,int,blues,8642,acc_provc
66ac140ffbe9e717e0d21357,Q370_6,2,int,blues,8642,acc_provd
66ac140ffbe9e717e0d21357,Q380_1,10,int,blues,6211,acc_prova
66ac140ffbe9e717e0d21357,Q380_4,7.5,int,blues,6211,acc_provb
66ac140ffbe9e717e0d21357,Q380_5,4,int,blues,6211,acc_provc
66ac140ffbe9e717e0d21357,Q380_6,2,int,blues,6211,acc_provd
66ac140ffbe9e717e0d21357,Q381_1,7.5,int,blues,4321,acc_prova
66ac140ffbe9e717e0d21357,Q381_4,4,int,blues,4321,acc_provb
66ac140ffbe9e717e0d21357,Q381_5,2,int,blues,4321,acc_provc
66ac140ffbe9e717e0d21357,Q381_6,2,int,blues,4321,acc_provd
6667897db5b8a719d60f6a78,Q241,50,unint,rocket,8642,allocation
6667897db5b8a719d60f6a78,Q233,2% penalty,unint,rocket,8642,penalty
6667897db5b8a719d60f6a78,Q213,A Little Blameworthy,unint,rocket,8642,praiseworthy
6667897db5b8a719d60f6a78,Q310,75,unint,rocket,6211,allocation
6667897db5b8a719d60f6a78,Q311,no penalty,unint,rocket,6211,penalty
6667897db5b8a719d60f6a78,Q312,Very Praiseworthy,unint,rocket,6211,praiseworthy
6667897db5b8a719d60f6a78,Q295,75,unint,rocket,4321,allocation
6667897db5b8a719d60f6a78,Q296,no penalty,unint,rocket,4321,penalty
6667897db5b8a719d60f6a78,Q297,Very Praiseworthy,unint,rocket,4321,praiseworthy
6667897db5b8a719d60f6a78,Q377_1,9,unint,rocket,8642,acc_prova
6667897db5b8a719d60f6a78,Q377_4,6,unint,rocket,8642,acc_provb
6667897db5b8a719d60f6a78,Q377_5,3,unint,rocket,8642,acc_provc
6667897db5b8a719d60f6a78,Q377_6,1,unint,rocket,8642,acc_provd
6667897db5b8a719d60f6a78,Q378_1,7,unint,rocket,6211,acc_prova
6667897db5b8a719d60f6a78,Q378_4,3,unint,rocket,6211,acc_provb
6667897db5b8a719d60f6a78,Q378_5,2,unint,rocket,6211,acc_provc
6667897db5b8a719d60f6a78,Q378_6,2,unint,rocket,6211,acc_provd
6667897db5b8a719d60f6a78,Q379_1,5,unint,rocket,4321,acc_prova
6667897db5b8a719d60f6a78,Q379_4,4,unint,rocket,4321,acc_provb
6667897db5b8a719d60f6a78,Q379_5,3,unint,rocket,4321,acc_provc
6667897db5b8a719d60f6a78,Q379_6,1,unint,rocket,4321,acc_provd
663fd21b7b165c38262a747d,Q241,70,unint,rocket,8642,allocation
663fd21b7b165c38262a747d,Q233,no penalty,unint,rocket,8642,penalty
663fd21b7b165c38262a747d,Q213,A Little Praiseworthy,unint,rocket,8642,praiseworthy
663fd21b7b165c38262a747d,Q310,80,unint,rocket,6211,allocation
663fd21b7b165c38262a747d,Q311,no penalty,unint,rocket,6211,penalty
663fd21b7b165c38262a747d,Q312,A Little Praiseworthy,unint,rocket,6211,praiseworthy
663fd21b7b165c38262a747d,Q295,60,unint,rocket,4321,allocation
663fd21b7b165c38262a747d,Q296,no penalty,unint,rocket,4321,penalty
663fd21b7b165c38262a747d,Q297,A Little Praiseworthy,unint,rocket,4321,praiseworthy
663fd21b7b165c38262a747d,Q377_1,9,unint,rocket,8642,acc_prova
663fd21b7b165c38262a747d,Q377_4,5,unint,rocket,8642,acc_provb
663fd21b7b165c38262a747d,Q377_5,3,unint,rocket,8642,acc_provc
663fd21b7b165c38262a747d,Q377_6,0,unint,rocket,8642,acc_provd
663fd21b7b165c38262a747d,Q378_1,6,unint,rocket,6211,acc_prova
663fd21b7b165c38262a747d,Q378_4,2,unint,rocket,6211,acc_provb
663fd21b7b165c38262a747d,Q378_5,0,unint,rocket,6211,acc_provc
663fd21b7b165c38262a747d,Q378_6,0,unint,rocket,6211,acc_provd
663fd21b7b165c38262a747d,Q379_1,4,unint,rocket,4321,acc_prova
663fd21b7b165c38262a747d,Q379_4,3,unint,rocket,4321,acc_provb
663fd21b7b165c38262a747d,Q379_5,2,unint,rocket,4321,acc_provc
663fd21b7b165c38262a747d,Q379_6,0,unint,rocket,4321,acc_provd
66803fde87ae0ddcf6378d28,Q320,60,unint,blues,8642,allocation
66803fde87ae0ddcf6378d28,Q321,no penalty,unint,blues,8642,penalty
66803fde87ae0ddcf6378d28,Q322,Neither,unint,blues,8642,praiseworthy
66803fde87ae0ddcf6378d28,Q245,30,unint,blues,6211,allocation
66803fde87ae0ddcf6378d28,Q206,3% penalty,unint,blues,6211,penalty
66803fde87ae0ddcf6378d28,Q9...103,A Little Blameworthy,unint,blues,6211,praiseworthy
66803fde87ae0ddcf6378d28,Q300,45,unint,blues,4321,allocation
66803fde87ae0ddcf6378d28,Q301,5% penalty,unint,blues,4321,penalty
66803fde87ae0ddcf6378d28,Q302,Moderately Blameworthy,unint,blues,4321,praiseworthy
66803fde87ae0ddcf6378d28,Q371_1,9.5,unint,blues,8642,acc_prova
66803fde87ae0ddcf6378d28,Q371_4,6,unint,blues,8642,acc_provb
66803fde87ae0ddcf6378d28,Q371_5,3,unint,blues,8642,acc_provc
66803fde87ae0ddcf6378d28,Q371_6,1,unint,blues,8642,acc_provd
66803fde87ae0ddcf6378d28,Q372_1,7,unint,blues,6211,acc_prova
66803fde87ae0ddcf6378d28,Q372_4,2.5,unint,blues,6211,acc_provb
66803fde87ae0ddcf6378d28,Q372_5,1,unint,blues,6211,acc_provc
66803fde87ae0ddcf6378d28,Q372_6,1,unint,blues,6211,acc_provd
66803fde87ae0ddcf6378d28,Q373_1,5,unint,blues,4321,acc_prova
66803fde87ae0ddcf6378d28,Q373_4,3,unint,blues,4321,acc_provb
66803fde87ae0ddcf6378d28,Q373_5,2,unint,blues,4321,acc_provc
66803fde87ae0ddcf6378d28,Q373_6,1,unint,blues,4321,acc_provd
5fc134c704e715129eb5d720,Q320,40,unint,blues,8642,allocation
5fc134c704e715129eb5d720,Q321,2% penalty,unint,blues,8642,penalty
5fc134c704e715129eb5d720,Q322,Neither,unint,blues,8642,praiseworthy
5fc134c704e715129eb5d720,Q245,25,unint,blues,6211,allocation
5fc134c704e715129eb5d720,Q206,1% penalty,unint,blues,6211,penalty
5fc134c704e715129eb5d720,Q9...103,Neither,unint,blues,6211,praiseworthy
5fc134c704e715129eb5d720,Q300,40,unint,blues,4321,allocation
5fc134c704e715129eb5d720,Q301,2% penalty,unint,blues,4321,penalty
5fc134c704e715129eb5d720,Q302,Neither,unint,blues,4321,praiseworthy
5fc134c704e715129eb5d720,Q371_1,9,unint,blues,8642,acc_prova
5fc134c704e715129eb5d720,Q371_4,5,unint,blues,8642,acc_provb
5fc134c704e715129eb5d720,Q371_5,2.5,unint,blues,8642,acc_provc
5fc134c704e715129eb5d720,Q371_6,.5,unint,blues,8642,acc_provd
5fc134c704e715129eb5d720,Q372_1,9,unint,blues,6211,acc_prova
5fc134c704e715129eb5d720,Q372_4,3,unint,blues,6211,acc_provb
5fc134c704e715129eb5d720,Q372_5,0,unint,blues,6211,acc_provc
5fc134c704e715129eb5d720,Q372_6,0,unint,blues,6211,acc_provd
5fc134c704e715129eb5d720,Q373_1,4,unint,blues,4321,acc_prova
5fc134c704e715129eb5d720,Q373_4,3,unint,blues,4321,acc_provb
5fc134c704e715129eb5d720,Q373_5,1,unint,blues,4321,acc_provc
5fc134c704e715129eb5d720,Q373_6,.5,unint,blues,4321,acc_provd
6634f79f9dc7092ff0170534,Q246,50,int,blues,8642,allocation
6634f79f9dc7092ff0170534,Q215,no penalty,int,blues,8642,penalty
6634f79f9dc7092ff0170534,Q9...129,Very Praiseworthy,int,blues,8642,praiseworthy
6634f79f9dc7092ff0170534,Q305,60,int,blues,6211,allocation
6634f79f9dc7092ff0170534,Q306,5% penalty,int,blues,6211,penalty
6634f79f9dc7092ff0170534,Q307,Moderately Blameworthy,int,blues,6211,praiseworthy
6634f79f9dc7092ff0170534,Q325,90,int,blues,4321,allocation
6634f79f9dc7092ff0170534,Q326,no penalty,int,blues,4321,penalty
6634f79f9dc7092ff0170534,Q327,Very Praiseworthy,int,blues,4321,praiseworthy
6634f79f9dc7092ff0170534,Q370_1,5,int,blues,8642,acc_prova
6634f79f9dc7092ff0170534,Q370_4,3,int,blues,8642,acc_provb
6634f79f9dc7092ff0170534,Q370_5,2,int,blues,8642,acc_provc
6634f79f9dc7092ff0170534,Q370_6,0,int,blues,8642,acc_provd
6634f79f9dc7092ff0170534,Q380_1,10,int,blues,6211,acc_prova
6634f79f9dc7092ff0170534,Q380_4,7,int,blues,6211,acc_provb
6634f79f9dc7092ff0170534,Q380_5,4,int,blues,6211,acc_provc
6634f79f9dc7092ff0170534,Q380_6,2,int,blues,6211,acc_provd
6634f79f9dc7092ff0170534,Q381_1,6,int,blues,4321,acc_prova
6634f79f9dc7092ff0170534,Q381_4,4,int,blues,4321,acc_provb
6634f79f9dc7092ff0170534,Q381_5,0,int,blues,4321,acc_provc
6634f79f9dc7092ff0170534,Q381_6,0,int,blues,4321,acc_provd
60fd8f13edace74988f4e2ff,Q320,50,unint,blues,8642,allocation
60fd8f13edace74988f4e2ff,Q321,1% penalty,unint,blues,8642,penalty
60fd8f13edace74988f4e2ff,Q322,Neither,unint,blues,8642,praiseworthy
60fd8f13edace74988f4e2ff,Q245,25,unint,blues,6211,allocation
60fd8f13edace74988f4e2ff,Q206,1% penalty,unint,blues,6211,penalty
60fd8f13edace74988f4e2ff,Q9...103,Neither,unint,blues,6211,praiseworthy
60fd8f13edace74988f4e2ff,Q300,25,unint,blues,4321,allocation
60fd8f13edace74988f4e2ff,Q301,5% penalty,unint,blues,4321,penalty
60fd8f13edace74988f4e2ff,Q302,Neither,unint,blues,4321,praiseworthy
60fd8f13edace74988f4e2ff,Q371_1,10,unint,blues,8642,acc_prova
60fd8f13edace74988f4e2ff,Q371_4,7,unint,blues,8642,acc_provb
60fd8f13edace74988f4e2ff,Q371_5,5,unint,blues,8642,acc_provc
60fd8f13edace74988f4e2ff,Q371_6,2,unint,blues,8642,acc_provd
60fd8f13edace74988f4e2ff,Q372_1,8,unint,blues,6211,acc_prova
60fd8f13edace74988f4e2ff,Q372_4,5,unint,blues,6211,acc_provb
60fd8f13edace74988f4e2ff,Q372_5,4,unint,blues,6211,acc_provc
60fd8f13edace74988f4e2ff,Q372_6,2,unint,blues,6211,acc_provd
60fd8f13edace74988f4e2ff,Q373_1,8,unint,blues,4321,acc_prova
60fd8f13edace74988f4e2ff,Q373_4,7,unint,blues,4321,acc_provb
60fd8f13edace74988f4e2ff,Q373_5,5,unint,blues,4321,acc_provc
60fd8f13edace74988f4e2ff,Q373_6,2,unint,blues,4321,acc_provd
672941064eee8977e7916b37,Q246,25,int,blues,8642,allocation
672941064eee8977e7916b37,Q215,3% penalty,int,blues,8642,penalty
672941064eee8977e7916b37,Q9...129,Very Blameworthy,int,blues,8642,praiseworthy
672941064eee8977e7916b37,Q305,15,int,blues,6211,allocation
672941064eee8977e7916b37,Q306,5% penalty,int,blues,6211,penalty
672941064eee8977e7916b37,Q307,Very Blameworthy,int,blues,6211,praiseworthy
672941064eee8977e7916b37,Q325,60,int,blues,4321,allocation
672941064eee8977e7916b37,Q326,no penalty,int,blues,4321,penalty
672941064eee8977e7916b37,Q327,Very Praiseworthy,int,blues,4321,praiseworthy
672941064eee8977e7916b37,Q370_1,6,int,blues,8642,acc_prova
672941064eee8977e7916b37,Q370_4,3,int,blues,8642,acc_provb
672941064eee8977e7916b37,Q370_5,2,int,blues,8642,acc_provc
672941064eee8977e7916b37,Q370_6,1,int,blues,8642,acc_provd
672941064eee8977e7916b37,Q380_1,9,int,blues,6211,acc_prova
672941064eee8977e7916b37,Q380_4,5,int,blues,6211,acc_provb
672941064eee8977e7916b37,Q380_5,4,int,blues,6211,acc_provc
672941064eee8977e7916b37,Q380_6,1,int,blues,6211,acc_provd
672941064eee8977e7916b37,Q381_1,7,int,blues,4321,acc_prova
672941064eee8977e7916b37,Q381_4,3,int,blues,4321,acc_provb
672941064eee8977e7916b37,Q381_5,2,int,blues,4321,acc_provc
672941064eee8977e7916b37,Q381_6,2,int,blues,4321,acc_provd
66d31bdc803cec43c2a097e0,Q244,30,int,rocket,8642,allocation
66d31bdc803cec43c2a097e0,Q160,1% penalty,int,rocket,8642,penalty
66d31bdc803cec43c2a097e0,Q9...63,Moderately Blameworthy,int,rocket,8642,praiseworthy
66d31bdc803cec43c2a097e0,Q315,45,int,rocket,6211,allocation
66d31bdc803cec43c2a097e0,Q316,1% penalty,int,rocket,6211,penalty
66d31bdc803cec43c2a097e0,Q317,Neither,int,rocket,6211,praiseworthy
66d31bdc803cec43c2a097e0,Q290,30,int,rocket,4321,allocation
66d31bdc803cec43c2a097e0,Q291,no penalty,int,rocket,4321,penalty
66d31bdc803cec43c2a097e0,Q292,Very Blameworthy,int,rocket,4321,praiseworthy
66d31bdc803cec43c2a097e0,Q374_1,10,int,rocket,8642,acc_prova
66d31bdc803cec43c2a097e0,Q374_4,6,int,rocket,8642,acc_provb
66d31bdc803cec43c2a097e0,Q374_5,4,int,rocket,8642,acc_provc
66d31bdc803cec43c2a097e0,Q374_6,0,int,rocket,8642,acc_provd
66d31bdc803cec43c2a097e0,Q375_1,6,int,rocket,6211,acc_prova
66d31bdc803cec43c2a097e0,Q375_4,1,int,rocket,6211,acc_provb
66d31bdc803cec43c2a097e0,Q375_5,0,int,rocket,6211,acc_provc
66d31bdc803cec43c2a097e0,Q375_6,0,int,rocket,6211,acc_provd
66d31bdc803cec43c2a097e0,Q376_1,4,int,rocket,4321,acc_prova
66d31bdc803cec43c2a097e0,Q376_4,3,int,rocket,4321,acc_provb
66d31bdc803cec43c2a097e0,Q376_5,1,int,rocket,4321,acc_provc
66d31bdc803cec43c2a097e0,Q376_6,0,int,rocket,4321,acc_provd
66046ee084b12b781cb49495,Q320,15,unint,blues,8642,allocation
66046ee084b12b781cb49495,Q321,no penalty,unint,blues,8642,penalty
66046ee084b12b781cb49495,Q322,Moderately Praiseworthy,unint,blues,8642,praiseworthy
66046ee084b12b781cb49495,Q245,5,unint,blues,6211,allocation
66046ee084b12b781cb49495,Q206,2% penalty,unint,blues,6211,penalty
66046ee084b12b781cb49495,Q9...103,Moderately Blameworthy,unint,blues,6211,praiseworthy
66046ee084b12b781cb49495,Q300,2,unint,blues,4321,allocation
66046ee084b12b781cb49495,Q301,2% penalty,unint,blues,4321,penalty
66046ee084b12b781cb49495,Q302,Moderately Blameworthy,unint,blues,4321,praiseworthy
66046ee084b12b781cb49495,Q371_1,2,unint,blues,8642,acc_prova
66046ee084b12b781cb49495,Q371_4,4,unint,blues,8642,acc_provb
66046ee084b12b781cb49495,Q371_5,5,unint,blues,8642,acc_provc
66046ee084b12b781cb49495,Q371_6,7,unint,blues,8642,acc_provd
66046ee084b12b781cb49495,Q372_1,2,unint,blues,6211,acc_prova
66046ee084b12b781cb49495,Q372_4,4,unint,blues,6211,acc_provb
66046ee084b12b781cb49495,Q372_5,6,unint,blues,6211,acc_provc
66046ee084b12b781cb49495,Q372_6,6,unint,blues,6211,acc_provd
66046ee084b12b781cb49495,Q373_1,3,unint,blues,4321,acc_prova
66046ee084b12b781cb49495,Q373_4,4,unint,blues,4321,acc_provb
66046ee084b12b781cb49495,Q373_5,5,unint,blues,4321,acc_provc
66046ee084b12b781cb49495,Q373_6,6,unint,blues,4321,acc_provd
5bcbaa10b9ce3200017738ee,Q244,40,int,rocket,8642,allocation
5bcbaa10b9ce3200017738ee,Q160,no penalty,int,rocket,8642,penalty
5bcbaa10b9ce3200017738ee,Q9...63,Very Praiseworthy,int,rocket,8642,praiseworthy
5bcbaa10b9ce3200017738ee,Q315,75,int,rocket,6211,allocation
5bcbaa10b9ce3200017738ee,Q316,no penalty,int,rocket,6211,penalty
5bcbaa10b9ce3200017738ee,Q317,Very Praiseworthy,int,rocket,6211,praiseworthy
5bcbaa10b9ce3200017738ee,Q290,65,int,rocket,4321,allocation
5bcbaa10b9ce3200017738ee,Q291,no penalty,int,rocket,4321,penalty
5bcbaa10b9ce3200017738ee,Q292,Very Praiseworthy,int,rocket,4321,praiseworthy
5bcbaa10b9ce3200017738ee,Q374_1,8.5,int,rocket,8642,acc_prova
5bcbaa10b9ce3200017738ee,Q374_4,5,int,rocket,8642,acc_provb
5bcbaa10b9ce3200017738ee,Q374_5,3,int,rocket,8642,acc_provc
5bcbaa10b9ce3200017738ee,Q374_6,1.5,int,rocket,8642,acc_provd
5bcbaa10b9ce3200017738ee,Q375_1,6.4,int,rocket,6211,acc_prova
5bcbaa10b9ce3200017738ee,Q375_4,1.6,int,rocket,6211,acc_provb
5bcbaa10b9ce3200017738ee,Q375_5,1.2,int,rocket,6211,acc_provc
5bcbaa10b9ce3200017738ee,Q375_6,1.2,int,rocket,6211,acc_provd
5bcbaa10b9ce3200017738ee,Q376_1,4.6,int,rocket,4321,acc_prova
5bcbaa10b9ce3200017738ee,Q376_4,2.8,int,rocket,4321,acc_provb
