StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q189,Q191,Q190,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,Q241,Q233,Q213,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q242,Q213,Q201,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q263,Q216,Q206,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q244,Q160,Q9,Q134_First Click,Q134_Last Click,Q134_Page Submit,Q134_Click Count,Q245,Q206,Q9,Q135_First Click,Q135_Last Click,Q135_Page Submit,Q135_Click Count,Q246,Q215,Q9,Q136_First Click,Q136_Last Click,Q136_Page Submit,Q136_Click Count,Q247,Q212,Q9,Q137_First Click,Q137_Last Click,Q137_Page Submit,Q137_Click Count,Q248,Q218,Q9,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q249,Q219,Q9,Q139_First Click,Q139_Last Click,Q139_Page Submit,Q139_Click Count,Q250,Q217,Q9,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,Q251,Q222,Q9,Q141_First Click,Q141_Last Click,Q141_Page Submit,Q141_Click Count,Q252,Q220,Q9,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,Q253,Q221,Q240,Q143_First Click,Q143_Last Click,Q143_Page Submit,Q143_Click Count,Q254,Q224,Q9,Q144_First Click,Q144_Last Click,Q144_Page Submit,Q144_Click Count,Q255,Q225,Q9,Q145_First Click,Q145_Last Click,Q145_Page Submit,Q145_Click Count,Q256,Q223,Q9,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q257,Q226,Q9,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q258,Q228,Q9,Q148_First Click,Q148_Last Click,Q148_Page Submit,Q148_Click Count,Q259,Q230,Q9,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,Q260,Q227,Q9,Q150_First Click,Q150_Last Click,Q150_Page Submit,Q150_Click Count,Q261,Q229,Q9,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,Q262,Q232,Q9,Q234,Q235,Q236,Q237,SubjNumTest_1,SubjNumTest_2,Q239_1,MoralDes_Intuition_1,MoralDes_Intuition_2,MoralDes_Intuition_3,MoralDes_Delib_1,MoralDes_Delib_2,MoralDes_Delib_3,MoralDes_Integration_1,MoralDes_Integration_2,MoralDes_Integration_3,MoralDes_Rules_1,MoralDes_Rules_2,MoralDes_Rules_3,MoralDes_Rules_1,MoralDes_Rules_2,MoralDes_Rules_3,Q19,Q19_3_TEXT,Q20,Q21,Q24,Q26,Q168,Q28,Q28_8_TEXT,Q30,Q32,Q33,Q34,Q35,Q192,PROLIFIC_PID,PageCount,blockOrder,blockName
2025-04-03 09:52:45,2025-04-03 10:17:56,IP Address,172.56.25.168,100,1511,True,2025-04-03 10:17:57,R_5fqc8CnuvW0F90R,,,,,29.8304,-95.3786,anonymous,EN,Desktop or laptop,Yes,English,4.318,11.649,12.656,7,25,no penalty,Neither,5.572,31.188,34.19,10,0,no penalty,Neither,2.69,47.071,51.102,15,5,5% penalty,Moderately Praiseworthy,2.101,25.866,26.568,9,25,no penalty,Neither,5.041,24.511,26.176,8,25,no penalty,Neither,8.298,15.133,15.986,6,25,no penalty,Neither,9.533,224.98,226.668,50,40,no penalty,Neither,3.01,36.058,36.899,8,10,no penalty,Neither,6.969,15.47,16.538,6,50,no penalty,Neither,8.456,17.908,18.75,8,15,no penalty,Neither,4.76,12.88,13.65,8,25,no penalty,Neither,5.297,18.023,18.824,9,25,no penalty,Neither,12.879,35.204,35.943,6,15,no penalty,Neither,12.014,77.678,78.5,10,15,no penalty,Neither,14.011,36.575,37.405,8,365,no penalty,Neither,18.927,26.401,28.322,7,30,no penalty,Neither,14.399,23.331,24.059,8,40,no penalty,Neither,6.391,12.898,13.698,7,15,no penalty,Neither,7.06,13.794,14.753,7,30,no penalty,Neither,13.83,55.63,56.433,8,40,no penalty,Neither,3.242,16.472,17.219,7,15,no penalty,Neither,47.089,59.334,62.231,8,20,no penalty,Neither,Somewhat Easy,Highly Confident,"I considered how much damage was done. I did not really look at if there was a request. I also do not feel anyone should be penalized in these situations. ",No,Very good,Extremely good,Very often,Very much,Somewhat,Very much,Very much,Very much,Completely,Very much,Very much,Very much,Very much,Very much,Somewhat,Somewhat,Very much,Somewhat,Female,,Right-handed,"Black or African American,American Indian and Alaskan Native",59,Slightly Liberal,Moderate,Christianity/Non-Catholic,,Somewhat religious,Divorced,Bachelor's degree,Employed for wages full-time,"$60,001 - $80,000",No,66de057ab63a3138342ab763,23,"Start, ALLOC5, ALLOC12, ALLOC18, ALLOC8, ALLOC4, ALLOC11, Attention Check 1, ALLOC19, ALLOC20, ALLOC14, ALLOC10, ALLOC6, ALLOC13, ALLOC9, ALLOC9, Attention Check 2, ALLOC2, ALLOC15, ALLOC17, ALLOC1, ALLOC16, ALLOC7",ALLOC7
2025-04-03 09:34:06,2025-04-03 10:18:34,IP Address,75.201.74.219,100,2668,True,2025-04-03 10:18:35,R_1sT2O7lrzFFlO8J,,,,,27.9455,-82.4598,anonymous,EN,Desktop or laptop,Yes,English,2.786,8.554,8.894,6,25,2% penalty,A Little Blameworthy,725.417,730.641,731.446,5,25,5% penalty,Very Blameworthy,2.681,6.864,7.545,4,25,5% penalty,Moderately Blameworthy,1.931,5.899,6.448,4,25,no penalty,Very Praiseworthy,2.811,8.291,8.536,5,25,no penalty,Neither,256.94,260.96,261.658,4,25,5% penalty,Moderately Blameworthy,2.132,7.38,8.296,5,55,no penalty,Very Praiseworthy,3.348,11.924,12.984,4,5,3% penalty,A Little Blameworthy,2.802,9.34,10.277,4,50,5% penalty,Very Blameworthy,2.469,6.449,7.717,4,5,no penalty,A Little Praiseworthy,5.218,36.617,37.734,7,35,no penalty,Very Praiseworthy,7.126,11.894,12.815,4,30,no penalty,Very Praiseworthy,7.466,15.802,16.736,5,20,5% penalty,Very Blameworthy,2.796,10.628,11.736,4,20,5% penalty,Very Blameworthy,4.334,10.794,11.552,4,25,5% penalty,Very Blameworthy,124.056,127.468,128.352,4,35,no penalty,Neither,2.556,9.4,10.008,4,40,no penalty,Moderately Praiseworthy,6.783,17.275,17.936,4,22,1% penalty,A Little Blameworthy,2.966,7.637,8.458,4,40,5% penalty,Very Blameworthy,2.388,6.263,6.783,4,50,no penalty,Very Praiseworthy,2.326,7.494,8.814,4,25,5% penalty,Very Blameworthy,5.506,9.658,10.639,4,25,no penalty,Neither,Somewhat Difficult,Fairly confident,"The main factors were seriousness of the storm and enacting the emergency services. ",No,Slightly good,Somewhat good,Sometimes,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much,Somewhat,Male,,Right-handed,White,37,Somewhat Liberal,Somewhat Liberal,Christianity/Catholic,,Not at all religious,Married,Master's degree,Employed for wages full-time,"$40,001 - $60,000",No,5ea060b71ce81301340a6b64,23,"Start, ALLOC9, ALLOC11, ALLOC13, ALLOC10, ALLOC16, ALLOC19, Attention Check 1, ALLOC6, ALLOC6, ALLOC15, ALLOC7, ALLOC17, ALLOC8, ALLOC1, ALLOC5, Attention Check 2, ALLOC18, ALLOC2, ALLOC14, ALLOC4, ALLOC20, ALLOC12",ALLOC12
2025-04-03 09:53:10,2025-04-03 10:18:48,IP Address,67.184.122.186,100,1537,True,2025-04-03 10:18:49,R_50JjkwfNWYOHngd,,,,,39.7697,-89.6886,anonymous,EN,Desktop or laptop,Yes,English,6.407,22.277,23.354,7,15,no penalty,Moderately Praiseworthy,7.774,22.1,23.225,7,0,no penalty,Neither,13.654,44.499,45.784,8,5,5% penalty,Moderately Praiseworthy,5.733,13.39,14.358,6,25,no penalty,Very Praiseworthy,6.085,20.6,21.566,7,15,1% penalty,Moderately Blameworthy,3.433,13.248,14.571,6,25,3% penalty,Very Blameworthy,25.164,47.144,48.115,6,40,no penalty,Very Praiseworthy,4.933,16.124,17.272,6,10,no penalty,Very Praiseworthy,6.598,22.651,23.738,7,50,4% penalty,Very Blameworthy,8.703,28.524,29.752,7,3,1% penalty,A Little Blameworthy,9.671,32.06,33.204,7,27,no penalty,Very Praiseworthy,10.155,45.218,46.12,9,35,no penalty,Very Praiseworthy,5.782,19.612,20.999,6,15,1% penalty,Moderately Blameworthy,4.888,23.862,25.168,8,25,3% penalty,Very Blameworthy,5.005,15.677,17.1,6,20,2% penalty,Moderately Blameworthy,7.605,18.277,19.183,6,35,no penalty,Very Praiseworthy,4.913,18.899,19.818,7,35,no penalty,Very Praiseworthy,12.097,25.435,26.7,8,15,no penalty,Very Praiseworthy,18.203,41.808,42.742,7,40,2% penalty,Very Blameworthy,5.902,80.819,82.162,12,40,no penalty,Very Praiseworthy,6.033,32.038,33.183,7,35,3% penalty,Very Blameworthy,8.853,58.537,59.763,8,25,no penalty,Very Praiseworthy,Somewhat Easy,Highly Confident,"I wanted to reward those who chose to respond responsibly while making sure that all provinces had the needed aid. ",No,Not at all good,Very good,Sometimes,Very much,Very much,Somewhat,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Not at all,Very much,Slightly,Very much,Somewhat,Very much,Female,,Ambidextrous,White,59,Somewhat Liberal,Somewhat Liberal,Other,Pantheism,Slightly religious,Divorced,Bachelor's degree,Employed for wages full-time,"$80,001 - $100,000","The second set of questions about moral decisions were a bit verbose and hard to follow. ",662ab5263d82351fe034f09c,23,"Start, ALLOC18, ALLOC9, ALLOC20, ALLOC1, ALLOC17, ALLOC16, Attention Check 1, ALLOC10, ALLOC8, ALLOC7, ALLOC5, ALLOC5, ALLOC19, ALLOC12, ALLOC11, Attention Check 2, ALLOC14, ALLOC15, ALLOC2, ALLOC6, ALLOC4, ALLOC13",ALLOC13
2025-04-03 09:35:31,2025-04-03 10:20:43,IP Address,173.27.185.86,100,2711,True,2025-04-03 10:20:44,R_5WZQPu2vUBs4K93,,,,,30.4003,-87.0288,anonymous,EN,Desktop or laptop,Yes,English,3.363,7.337,7.85,4,25,no penalty,Neither,2.808,7.764,8.513,4,25,no penalty,Moderately Blameworthy,2.316,5.997,6.931,5,25,no penalty,Very Blameworthy,2.684,11.257,11.702,6,25,no penalty,Neither,2.321,5.921,6.557,5,25,no penalty,Neither,3.692,9.792,10.491,4,25,no penalty,Neither,18.333,37.214,37.953,5,88,no penalty,Neither,2.496,16.744,17.401,5,5,no penalty,Neither,3.009,9.785,10.629,5,70,no penalty,Moderately Blameworthy,6.766,15.717,16.319,5,5,no penalty,A Little Blameworthy,4.828,14.482,15.333,4,25,no penalty,Neither,2.456,5.639,5.951,5,25,no penalty,Very Blameworthy,3.111,15.019,15.375,7,25,no penalty,Neither,2.645,12.812,13.527,6,25,no penalty,Very Blameworthy,3.818,20.701,21.059,5,30,no penalty,Neither,6.667,10.885,11.101,5,50,no penalty,Neither,5.371,8.734,9.766,4,60,no penalty,Neither,2.63,13.962,14.547,5,20,no penalty,Neither,3.852,12.399,13.785,5,60,no penalty,Moderately Blameworthy,6.13,21.428,21.973,5,40,no penalty,Neither,2.848,18.263,19.345,5,40,no penalty,Very Blameworthy,7.091,11.27,11.966,5,15,no penalty,Neither,Easy,Fairly confident,"the degree of damage, i never thought any actions were actually praiseworthy. Did not feel there was enough information to even enforce a penalty.",No,Somewhat good,Extremely good,Very often,Somewhat,Slightly,Somewhat,Very much,Very much,Very much,Not at all,Not at all,Not at all,Completely,Somewhat,Very much,Not at all,Completely,Completely,Male,,Right-handed,White,35,Extremely Conservative,Somewhat Conservative,Christianity/Non-Catholic,,Extremely religious,Single,"Some college, but no college degree",Employed for wages full-time,"$60,001 - $80,000",no,5e8b89d0afcb1606e761ef7f,23,"Start, ALLOC5, ALLOC9, ALLOC4, ALLOC1, ALLOC13, ALLOC14, Attention Check 1, ALLOC11, ALLOC18, ALLOC2, ALLOC7, ALLOC20, ALLOC17, ALLOC16, ALLOC12, Attention Check 2, ALLOC6, ALLOC6, ALLOC10, ALLOC15, ALLOC19, ALLOC8",ALLOC8
2025-04-03 10:09:25,2025-04-03 10:24:19,IP Address,107.180.167.21,100,893,True,2025-04-03 10:24:19,R_6P87XYeg1BqKjPr,,,,,37.751,-97.822,anonymous,EN,Desktop or laptop,Yes,English,3.452,8.572,9.525,5,5,no penalty,Moderately Praiseworthy,5.481,15.59,16.55,5,0,no penalty,Neither,2.707,7.446,8.33,4,25,5% penalty,A Little Blameworthy,2.434,7.394,9.189,4,25,no penalty,A Little Praiseworthy,2.693,8.431,9.701,6,5,no penalty,A Little Blameworthy,4.439,11.395,13.796,4,40,5% penalty,Very Blameworthy,2.816,9.194,11.313,5,25,no penalty,A Little Praiseworthy,5.793,17.449,18.524,6,5,no penalty,Moderately Praiseworthy,5.664,76.418,77.733,8,30,5% penalty,Moderately Blameworthy,3.306,9.212,10.199,4,5,1% penalty,Neither,4.216,14.437,15.396,5,5,no penalty,A Little Praiseworthy,2.508,7.947,9.028,4,25,no penalty,Moderately Praiseworthy,7.502,17.018,18.92,4,8,3% penalty,Moderately Blameworthy,3.615,11.425,12.353,6,25,5% penalty,A Little Blameworthy,4.697,11.367,12.602,4,10,5% penalty,Moderately Blameworthy,8.384,19.197,20.674,4,15,5% penalty,A Little Praiseworthy,4.296,17.641,19.259,4,20,5% penalty,A Little Praiseworthy,2.427,7.312,7.801,4,5,no penalty,A Little Praiseworthy,3.593,10.162,11.53,4,25,5% penalty,Moderately Blameworthy,3.238,8.286,9.373,4,25,no penalty,A Little Praiseworthy,7.11,16.422,17.319,5,25,5% penalty,Moderately Blameworthy,2.155,7.39,8.614,4,10,no penalty,A Little Praiseworthy,Neither Difficult nor Easy,Fairly confident,I first saw how people response for the survey. And another thing was government actions for that survey. After that I choose penalty and fund.,No,Somewhat good,Somewhat good,Sometimes,Completely,Completely,Completely,Completely,Completely,Completely,Completely,Completely,Completely,Completely,Completely,Very much,Completely,Completely,Completely,Male,,Right-handed,White,35,Extremely Conservative,Extremely Conservative,Christianity/Catholic,,Very religious,Married,"High school graduate (high school diploma, or a legally-accepted equivalent)",Employed for wages part-time,"$100,001 - $150,000",No I din not face any problems in this survey. And the survey was very useful informative.,673382e0792b2291c83d1533,23,"Start, ALLOC7, ALLOC14, ALLOC19, ALLOC4, ALLOC13, ALLOC15, Attention Check 1, ALLOC11, ALLOC17, ALLOC6, ALLOC1, ALLOC9, ALLOC18, ALLOC5, ALLOC8, Attention Check 2, ALLOC10, ALLOC2, ALLOC16, ALLOC16, ALLOC12, ALLOC20",ALLOC20
2025-04-03 10:03:50,2025-04-03 10:26:25,IP Address,88.209.235.201,100,1355,True,2025-04-03 10:26:26,R_7GWykuhX0GuOYcP,,,,,42.9725,-71.6919,anonymous,EN,Desktop or laptop,Yes,English,4.131,16.703,18.385,10,30,no penalty,A Little Praiseworthy,3.878,34.132,49.848,5,0,no penalty,Neither,3.284,35.344,62.039,5,5,5% penalty,Moderately Praiseworthy,2.62,34.738,35.972,6,30,no penalty,A Little Praiseworthy,5.779,32.664,34.674,5,15,no penalty,Moderately Blameworthy,3.886,38.042,39.742,5,30,5% penalty,Moderately Blameworthy,3.008,12.97,13.58,10,67,no penalty,Moderately Praiseworthy,8.443,82.241,91.057,20,15,no penalty,A Little Praiseworthy,3.339,63.723,66.038,5,35,5% penalty,Moderately Blameworthy,5.276,33.619,34.674,6,15,5% penalty,Moderately Blameworthy,3.676,29.134,30.663,5,25,no penalty,A Little Praiseworthy,5.611,21.355,21.801,9,15,no penalty,Moderately Blameworthy,1.144,6.759,7.865,7,10,no penalty,A Little Blameworthy,33.306,79.021,80.487,6,35,5% penalty,Moderately Blameworthy,15.432,23.933,61.703,6,20,no penalty,A Little Praiseworthy,3.222,39.012,40.731,5,40,no penalty,A Little Praiseworthy,5.779,30.617,31.946,6,35,no penalty,Moderately Praiseworthy,1.682,32.272,34.357,6,20,no penalty,Moderately Praiseworthy,4.008,45.277,47.003,7,35,5% penalty,Very Blameworthy,3.013,21.951,23.226,5,45,no penalty,Moderately Praiseworthy,2.81,14.214,14.981,5,15,no penalty,A Little Praiseworthy,1.07,7.468,9.684,8,10,no penalty,A Little Praiseworthy,Easy,Completely Confident,"Damage Severity
State of Emergency Decision
Blame or Praise Based on Action
Penalties for Inaction",No,Somewhat good,Very good,Very often,Somewhat,Slightly,Very much,Somewhat,Very much,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much,Somewhat,Female,,Left-handed,White,54,Extremely Conservative,Extremely Conservative,Christianity/Catholic,,Slightly religious,Married,Master's degree,Employed for wages part-time,"$100,001 - $150,000","the study was good and well structured ",67ed7b83632489250d68dc66,23,"Start, ALLOC6, ALLOC15, ALLOC16, ALLOC18, ALLOC7, ALLOC17, Attention Check 1, ALLOC9, ALLOC2, ALLOC14, ALLOC4, ALLOC4, ALLOC13, ALLOC19, ALLOC8, Attention Check 2, ALLOC12, ALLOC1, ALLOC20, ALLOC11, ALLOC10, ALLOC5",ALLOC5
2025-04-03 10:10:32,2025-04-03 10:26:50,IP Address,98.121.114.4,100,978,True,2025-04-03 10:26:50,R_70vEb1HRjGpl6pp,,,,,33.8769,-79.0512,anonymous,EN,Desktop or laptop,Yes,English,2.786,15.204,15.999,6,25,no penalty,Moderately Praiseworthy,3.521,10.465,11.861,5,0,5% penalty,Very Blameworthy,2.368,9.961,11.032,5,0,5% penalty,Very Blameworthy,2.773,10.039,10.801,5,25,no penalty,Very Praiseworthy,4.746,21.051,24.048,7,0,5% penalty,A Little Blameworthy,4.521,18.436,19.344,8,25,5% penalty,Very Blameworthy,3.552,21.895,22.812,9,45,no penalty,Very Praiseworthy,3.699,24.577,25.117,8,15,no penalty,Very Praiseworthy,3.843,15.562,15.96,7,0,5% penalty,Very Blameworthy,3.659,11.407,12.171,6,10,5% penalty,Moderately Blameworthy,8.996,76.117,76.969,13,50,no penalty,Very Praiseworthy,12.691,60.191,60.949,9,50,no penalty,Very Praiseworthy,2.825,12.754,13.72,6,0,5% penalty,Moderately Blameworthy,4.206,30.483,31.718,6,5,5% penalty,Very Blameworthy,3.119,14.513,15.5,7,0,5% penalty,Moderately Blameworthy,3.647,12.292,13.366,5,50,no penalty,Very Praiseworthy,5.34,16.487,17.399,6,25,no penalty,Very Praiseworthy,5.488,13.246,13.929,5,50,no penalty,Very Praiseworthy,4.223,12.244,12.903,6,0,5% penalty,Very Blameworthy,2.689,18.2,18.953,9,50,no penalty,Very Praiseworthy,2.442,24.561,25.484,9,10,5% penalty,Very Blameworthy,2.793,13.111,13.862,7,50,no penalty,Very Praiseworthy,Somewhat Easy,Slightly confident,I thought that if the citizens came together to declare the state of emergency then they should get the funding.  If they didn't then they shouldn't with the exception of extreme situations where there would've been catastrophic damage.,No,Somewhat good,Very good,Very often,Slightly,Slightly,Slightly,Very much,Very much,Very much,Very much,Very much,Very much,Somewhat,Somewhat,Very much,Slightly,Somewhat,Somewhat,Female,,Right-handed,White,54,Moderate,Moderate,Christianity/Catholic,,Somewhat religious,Married,Master's degree,A homemaker,"$150,001 - $250,000","No, everything was fine in the study.  Thanks for allowing me to participate. :o)",654e3fca4ff8d33df725feae,23,"Start, ALLOC10, ALLOC9, ALLOC18, ALLOC15, ALLOC15, ALLOC12, Attention Check 1, ALLOC5, ALLOC11, ALLOC4, ALLOC8, ALLOC13, ALLOC20, ALLOC1, ALLOC7, Attention Check 2, ALLOC6, ALLOC2, ALLOC14, ALLOC17, ALLOC16, ALLOC19",ALLOC19
2025-04-03 09:53:17,2025-04-03 10:27:23,IP Address,94.103.178.17,100,2045,True,2025-04-03 10:27:24,R_576Zpz62AbDyCRk,,,,,39.0469,-77.4903,anonymous,EN,Desktop or laptop,Yes,English,0.969,10.818,11.363,11,1,1% penalty,Neither,24.276,42.728,44.666,13,0,no penalty,Neither,10.466,57.059,57.433,16,5,5% penalty,Moderately Praiseworthy,48.693,61.296,62.892,15,4,3% penalty,A Little Blameworthy,19.489,28.65,29.715,13,0,1% penalty,Neither,41.522,55.715,56.333,13,3,2% penalty,Moderately Blameworthy,18.812,41.406,42.568,17,5,4% penalty,Neither,6.4,140.062,141.223,46,1,2% penalty,A Little Praiseworthy,14.493,23.336,25.063,13,3,2% penalty,A Little Blameworthy,91.443,98.041,98.614,11,0,no penalty,Neither,0.624,6.684,7.537,8,1,1% penalty,A Little Praiseworthy,0.945,9.761,10.567,11,5,5% penalty,Moderately Blameworthy,0.704,7.469,8.193,12,1,1% penalty,Moderately Blameworthy,0.869,10.908,11.703,14,4,3% penalty,A Little Blameworthy,0.803,17.996,18.849,18,1,no penalty,Moderately Praiseworthy,0.648,12.243,12.933,10,2,1% penalty,A Little Blameworthy,2.577,13.735,14.301,13,3,2% penalty,A Little Blameworthy,0.585,7.154,7.652,8,1,1% penalty,A Little Praiseworthy,1.45,13.861,14.634,9,4,3% penalty,A Little Blameworthy,45.66,57.821,58.949,13,4,3% penalty,Moderately Blameworthy,7.685,18.446,19.359,11,3,2% penalty,A Little Blameworthy,5.333,12.123,12.932,11,3,2% penalty,A Little Praiseworthy,Somewhat Easy,Completely Confident,My decisions were based solely on the severity of the damage caused as a result of the disaster.,No,Very good,Somewhat good,Always,Somewhat,Slightly,Very much,Very much,Completely,Very much,Very much,Somewhat,Completely,Completely,Very much,Completely,Very much,Completely,Somewhat,Male,,Left-handed,Hispanic,41,Moderate,Moderate,Christianity/Catholic,,Extremely religious,Married,"Doctorate degree (examples: PhD, EdD)",Employed for wages full-time,"$80,001 - $100,000",I really enjoyed the survey.,67e0a40acdfba25af84c0b48,23,"Start, ALLOC6, ALLOC5, ALLOC19, ALLOC18, ALLOC4, ALLOC13, Attention Check 1, ALLOC15, ALLOC8, ALLOC9, ALLOC16, ALLOC17, ALLOC10, ALLOC1, ALLOC14, Attention Check 2, ALLOC12, ALLOC7, ALLOC7, ALLOC20, ALLOC2, ALLOC11",ALLOC11
2025-04-03 09:26:03,2025-04-03 10:28:13,IP Address,104.218.199.208,100,3730,True,2025-04-03 10:28:13,R_3ADvrpnijTGxAHv,,,,,33.4532,-112.0748,anonymous,EN,Desktop or laptop,Yes,English,3.646,32.825,33.602,15,25,no penalty,Very Praiseworthy,19.031,40.995,48.265,13,0,no penalty,Neither,1.896,28.777,32.203,13,5,5% penalty,Moderately Praiseworthy,3.22,40.044,41.17,14,25,1% penalty,Neither,15.111,63.06,65.562,18,25,no penalty,Very Praiseworthy,1.219,43.971,45.778,21,25,5% penalty,Very Blameworthy,14.733,33.949,35.586,18,0,5% penalty,Moderately Blameworthy,21.881,192.641,193.103,25,5,no penalty,Very Praiseworthy,28.597,163.996,165.365,19,5,4% penalty,Moderately Blameworthy,3.906,39.478,41.044,18,40,2% penalty,Neither,3.26,32.344,32.963,16,40,no penalty,Moderately Praiseworthy,36.907,82.417,84.535,18,25,5% penalty,Very Blameworthy,2.376,24.521,26.152,13,10,3% penalty,A Little Blameworthy,8.265,39.018,40.484,18,0,5% penalty,Very Blameworthy,4.401,34.757,35.603,16,0,5% penalty,Neither,2.425,17.479,18.627,12,30,2% penalty,A Little Praiseworthy,1.163,59.739,60.78,16,50,1% penalty,Neither,3.334,69.769,71.106,24,45,no penalty,Moderately Praiseworthy,3.288,177.65,180.315,15,5,5% penalty,Very Blameworthy,1.42,41.336,42.436,18,45,1% penalty,Neither,7.376,26.202,27.378,15,0,5% penalty,Very Blameworthy,3.335,126.053,127.099,27,50,2% penalty,Neither,Somewhat Easy,Fairly confident,"In making my decisions, I considered the votes of the province A. ",No,Very good,Extremely good,Very often,Very much,Somewhat,Very much,Very much,Completely,Very much,Very much,Somewhat,Somewhat,Very much,Very much,Somewhat,Very much,Very much,Very much,Male,,Right-handed,Hispanic,32,Moderate,Moderate,Christianity/Non-Catholic,,Very religious,Engaged,Associate degree,Employed for wages full-time,"$60,001 - $80,000","No, I didn't",6657584ca6e3645f4a99e753,23,"Start, ALLOC6, ALLOC6, ALLOC10, ALLOC13, ALLOC19, ALLOC20, Attention Check 1, ALLOC1, ALLOC5, ALLOC9, ALLOC12, ALLOC18, ALLOC2, ALLOC15, ALLOC11, Attention Check 2, ALLOC4, ALLOC7, ALLOC16, ALLOC14, ALLOC8, ALLOC17",ALLOC17
2025-04-03 09:17:47,2025-04-03 10:29:09,IP Address,212.116.254.8,100,4281,True,2025-04-03 10:29:09,R_31XabvKtDoDYt7g,,,,,39.0469,-77.4903,anonymous,EN,Desktop or laptop,Yes,English,343.837,349.22,349.512,9,4,4% penalty,A Little Blameworthy,5.134,24.381,26.397,9,0,no penalty,Neither,2.322,19.179,20.079,10,5,5% penalty,Moderately Praiseworthy,169.485,242.953,312.605,10,3,3% penalty,A Little Praiseworthy,0.766,8.29,8.678,9,3,3% penalty,Moderately Praiseworthy,49.651,56.109,56.581,7,4,4% penalty,Moderately Praiseworthy,54.905,58.943,59.638,6,3,3% penalty,Very Blameworthy,28.572,33.091,33.74,7,3,3% penalty,A Little Blameworthy,1.547,8.739,9.642,7,2,2% penalty,A Little Praiseworthy,365.553,371.31,371.98,8,1,1% penalty,Very Blameworthy,100.61,116.651,121.735,9,5,5% penalty,A Little Praiseworthy,83.773,96.95,97.384,10,1,1% penalty,Very Praiseworthy,94.304,101.672,102.888,5,5,5% penalty,Very Blameworthy,302.7,307.276,308.086,6,2,2% penalty,Moderately Blameworthy,19.317,30.208,31.907,7,2,2% penalty,Moderately Praiseworthy,4.615,9.638,9.852,8,3,3% penalty,Very Blameworthy,490.279,501.968,502.559,9,2,2% penalty,A Little Praiseworthy,136.9,140.851,141.483,5,3,3% penalty,Very Blameworthy,0.707,5.604,6.139,6,2,2% penalty,Moderately Blameworthy,8.671,12.666,14.311,5,2,2% penalty,Very Praiseworthy,1.4,9.374,10.061,7,1,1% penalty,Very Blameworthy,3.271,12.942,13.234,9,2,2% penalty,Moderately Praiseworthy,Easy,Completely Confident,Following instructions given in this study and answering appropriately,No,Extremely good,Very good,Always,Somewhat,Somewhat,Somewhat,Completely,Completely,Completely,Very much,Completely,Very much,Slightly,Slightly,Completely,Completely,Very much,Slightly,Female,,Ambidextrous,White,50,Extremely Conservative,Extremely Conservative,Christianity/Non-Catholic,,Extremely religious,Married,Bachelor's degree,Employed for wages full-time,"$60,001 - $80,000",no problems,63ce4a983479277bba4987c5,23,"Start, ALLOC9, ALLOC2, ALLOC15, ALLOC1, ALLOC10, ALLOC16, Attention Check 1, ALLOC8, ALLOC18, ALLOC4, ALLOC6, ALLOC11, ALLOC12, ALLOC17, ALLOC5, Attention Check 2, ALLOC14, ALLOC14, ALLOC19, ALLOC20, ALLOC13, ALLOC7",ALLOC7
